folder_path,label
D:\processed_faces\fake\03_06__hugging_happy__1IXGY2FK,1
D:\processed_faces\fake\id6_id1_0000,1
D:\processed_faces\real\077,0
D:\processed_faces\fake\790_014,1
D:\processed_faces\fake\id0_id17_0001,1
D:\processed_faces\fake\id4_id37_0004,1
D:\processed_faces\fake\196_310,1
D:\processed_faces\real\515,0
D:\processed_faces\fake\id3_id20_0003,1
D:\processed_faces\real\00061,0
D:\processed_faces\fake\893_913,1
D:\processed_faces\fake\id7_id11_0000,1
D:\processed_faces\fake\963_879,1
D:\processed_faces\fake\323_302,1
D:\processed_faces\fake\933_925,1
D:\processed_faces\fake\id6_id9_0003,1
D:\processed_faces\real\id16_0002,0
D:\processed_faces\real\007,0
D:\processed_faces\real\829,0
D:\processed_faces\fake\id4_id6_0004,1
D:\processed_faces\fake\id0_id4_0000,1
D:\processed_faces\real\090,0
D:\processed_faces\real\id43_0002,0
D:\processed_faces\real\00214,0
D:\processed_faces\fake\005_010,1
D:\processed_faces\real\id59_0001,0
D:\processed_faces\fake\459_430,1
D:\processed_faces\real\246,0
D:\processed_faces\fake\204_230,1
D:\processed_faces\real\12__walk_down_hall_angry,0
D:\processed_faces\real\149,0
D:\processed_faces\real\583,0
D:\processed_faces\fake\319_352,1
D:\processed_faces\fake\961_069,1
D:\processed_faces\fake\515_519,1
D:\processed_faces\real\507,0
D:\processed_faces\fake\154_386,1
D:\processed_faces\real\533,0
D:\processed_faces\fake\432_357,1
D:\processed_faces\fake\040_997,1
D:\processed_faces\fake\488_399,1
D:\processed_faces\fake\02_13__meeting_serious__CP5HFV3K,1
D:\processed_faces\fake\01_11__meeting_serious__FAFWDR4W,1
D:\processed_faces\real\id59_0000,0
D:\processed_faces\fake\id5_id61_0004,1
D:\processed_faces\real\id55_0005,0
D:\processed_faces\fake\113_983,1
D:\processed_faces\real\id45_0009,0
D:\processed_faces\real\id55_0001,0
D:\processed_faces\real\892,0
D:\processed_faces\fake\280_249,1
D:\processed_faces\real\943,0
D:\processed_faces\fake\id6_id23_0007,1
D:\processed_faces\real\01__outside_talking_still_laughing,0
D:\processed_faces\fake\02_07__talking_against_wall__O4SXNLRL,1
D:\processed_faces\fake\id1_id9_0000,1
D:\processed_faces\fake\id1_id2_0001,1
D:\processed_faces\fake\02_01__walk_down_hall_angry__YVGY8LOK,1
D:\processed_faces\fake\835_651,1
D:\processed_faces\fake\508_831,1
D:\processed_faces\fake\384_932,1
D:\processed_faces\real\00251,0
D:\processed_faces\real\568,0
D:\processed_faces\fake\115_939,1
D:\processed_faces\real\402,0
D:\processed_faces\real\id34_0006,0
D:\processed_faces\fake\700_813,1
D:\processed_faces\fake\592_500,1
D:\processed_faces\real\272,0
D:\processed_faces\fake\062_066,1
D:\processed_faces\real\id3_0000,0
D:\processed_faces\real\764,0
D:\processed_faces\fake\153_150,1
D:\processed_faces\real\id39_0005,0
D:\processed_faces\fake\630_623,1
D:\processed_faces\fake\id6_id28_0005,1
D:\processed_faces\fake\01_20__outside_talking_still_laughing__FW94AIMJ,1
D:\processed_faces\real\id9_0007,0
D:\processed_faces\real\244,0
D:\processed_faces\real\033,0
D:\processed_faces\real\00089,0
D:\processed_faces\fake\697_581,1
D:\processed_faces\fake\id4_id9_0002,1
D:\processed_faces\real\00157,0
D:\processed_faces\real\899,0
D:\processed_faces\fake\id2_id16_0008,1
D:\processed_faces\real\874,0
D:\processed_faces\fake\02_09__exit_phone_room__6KUOFMZW,1
D:\processed_faces\fake\id2_id1_0009,1
D:\processed_faces\real\id42_0004,0
D:\processed_faces\real\437,0
D:\processed_faces\fake\id6_id0_0006,1
D:\processed_faces\fake\984_967,1
D:\processed_faces\real\190,0
D:\processed_faces\real\id56_0009,0
D:\processed_faces\fake\704_723,1
D:\processed_faces\real\id3_0006,0
D:\processed_faces\real\22__walking_down_street_outside_angry,0
D:\processed_faces\real\901,0
D:\processed_faces\real\277,0
D:\processed_faces\real\16__hugging_happy,0
D:\processed_faces\real\id52_0001,0
D:\processed_faces\fake\921_569,1
D:\processed_faces\real\553,0
D:\processed_faces\fake\id1_id26_0008,1
D:\processed_faces\fake\454_527,1
D:\processed_faces\real\id47_0000,0
D:\processed_faces\fake\02_18__kitchen_still__OXMEEFUQ,1
D:\processed_faces\real\00299,0
D:\processed_faces\real\319,0
D:\processed_faces\fake\991_064,1
D:\processed_faces\fake\222_168,1
D:\processed_faces\fake\890_837,1
D:\processed_faces\real\065,0
D:\processed_faces\fake\id0_id1_0003,1
D:\processed_faces\real\379,0
D:\processed_faces\fake\id3_id26_0009,1
D:\processed_faces\real\282,0
D:\processed_faces\real\00253,0
D:\processed_faces\fake\239_218,1
D:\processed_faces\fake\id2_id26_0001,1
D:\processed_faces\fake\555_516,1
D:\processed_faces\real\id0_0008,0
D:\processed_faces\real\id39_0009,0
D:\processed_faces\real\884,0
D:\processed_faces\real\02__outside_talking_still_laughing,0
D:\processed_faces\real\566,0
D:\processed_faces\fake\id8_id5_0003,1
D:\processed_faces\real\24__podium_speech_happy,0
D:\processed_faces\real\23__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\id1_id37_0003,1
D:\processed_faces\fake\id4_id0_0004,1
D:\processed_faces\fake\id6_id3_0001,1
D:\processed_faces\fake\249_280,1
D:\processed_faces\fake\01_11__exit_phone_room__9229VVZ3,1
D:\processed_faces\fake\id9_id0_0005,1
D:\processed_faces\real\10__walking_outside_cafe_disgusted,0
D:\processed_faces\real\624,0
D:\processed_faces\fake\460_678,1
D:\processed_faces\real\08__talking_against_wall,0
D:\processed_faces\real\953,0
D:\processed_faces\real\359,0
D:\processed_faces\fake\02_07__podium_speech_happy__1KPVZAAP,1
D:\processed_faces\fake\913_893,1
D:\processed_faces\real\354,0
D:\processed_faces\fake\896_128,1
D:\processed_faces\fake\id6_id17_0006,1
D:\processed_faces\fake\id8_id0_0008,1
D:\processed_faces\fake\795_907,1
D:\processed_faces\real\14__hugging_happy,0
D:\processed_faces\real\712,0
D:\processed_faces\real\355,0
D:\processed_faces\fake\849_771,1
D:\processed_faces\real\id30_0002,0
D:\processed_faces\real\313,0
D:\processed_faces\real\03__walking_down_street_outside_angry,0
D:\processed_faces\real\027,0
D:\processed_faces\real\id20_0000,0
D:\processed_faces\real\23__walking_and_outside_surprised,0
D:\processed_faces\fake\id4_id0_0007,1
D:\processed_faces\fake\02_27__kitchen_pan__UGO2181S,1
D:\processed_faces\real\325,0
D:\processed_faces\real\09__walking_down_street_outside_angry,0
D:\processed_faces\fake\id3_id26_0005,1
D:\processed_faces\fake\279_298,1
D:\processed_faces\fake\01_03__kitchen_pan__JZUXXFRB,1
D:\processed_faces\fake\967_984,1
D:\processed_faces\fake\id1_id3_0007,1
D:\processed_faces\fake\id1_id23_0005,1
D:\processed_faces\fake\01_02__walking_down_indoor_hall_disgust__YVGY8LOK,1
D:\processed_faces\fake\id1_id21_0004,1
D:\processed_faces\fake\02_07__meeting_serious__O4SXNLRL,1
D:\processed_faces\real\036,0
D:\processed_faces\real\id13_0002,0
D:\processed_faces\real\17__exit_phone_room,0
D:\processed_faces\real\id42_0003,0
D:\processed_faces\real\14__podium_speech_happy,0
D:\processed_faces\fake\846_845,1
D:\processed_faces\real\715,0
D:\processed_faces\real\790,0
D:\processed_faces\real\721,0
D:\processed_faces\fake\537_563,1
D:\processed_faces\real\16__walking_outside_cafe_disgusted,0
D:\processed_faces\real\260,0
D:\processed_faces\real\120,0
D:\processed_faces\real\00059,0
D:\processed_faces\real\id30_0006,0
D:\processed_faces\fake\01_02__hugging_happy__YVGY8LOK,1
D:\processed_faces\fake\id0_id16_0000,1
D:\processed_faces\real\130,0
D:\processed_faces\fake\012_026,1
D:\processed_faces\real\440,0
D:\processed_faces\fake\id2_id6_0002,1
D:\processed_faces\fake\id6_id17_0003,1
D:\processed_faces\real\177,0
D:\processed_faces\real\00022,0
D:\processed_faces\fake\352_319,1
D:\processed_faces\real\06__kitchen_still,0
D:\processed_faces\real\701,0
D:\processed_faces\real\653,0
D:\processed_faces\real\195,0
D:\processed_faces\real\912,0
D:\processed_faces\fake\301_262,1
D:\processed_faces\real\00031,0
D:\processed_faces\real\id16_0009,0
D:\processed_faces\real\05__walk_down_hall_angry,0
D:\processed_faces\fake\id1_id35_0009,1
D:\processed_faces\real\19__walking_down_street_outside_angry,0
D:\processed_faces\real\672,0
D:\processed_faces\real\05__walking_down_street_outside_angry,0
D:\processed_faces\real\403,0
D:\processed_faces\real\03__exit_phone_room,0
D:\processed_faces\fake\438_434,1
D:\processed_faces\fake\02_13__walking_down_street_outside_angry__2YSYT2N3,1
D:\processed_faces\real\127,0
D:\processed_faces\fake\id4_id23_0000,1
D:\processed_faces\fake\01_14__walking_and_outside_surprised__01YF7VQM,1
D:\processed_faces\fake\958_956,1
D:\processed_faces\real\909,0
D:\processed_faces\fake\188_191,1
D:\processed_faces\fake\id6_id16_0009,1
D:\processed_faces\fake\252_266,1
D:\processed_faces\fake\id7_id13_0006,1
D:\processed_faces\real\00098,0
D:\processed_faces\fake\806_781,1
D:\processed_faces\real\id31_0007,0
D:\processed_faces\fake\03_01__podium_speech_happy__480LQD1C,1
D:\processed_faces\real\554,0
D:\processed_faces\fake\217_117,1
D:\processed_faces\fake\id4_id37_0000,1
D:\processed_faces\real\06__hugging_happy,0
D:\processed_faces\fake\id6_id26_0004,1
D:\processed_faces\fake\id3_id26_0004,1
D:\processed_faces\fake\id3_id26_0002,1
D:\processed_faces\real\00167,0
D:\processed_faces\fake\id3_id30_0002,1
D:\processed_faces\real\786,0
D:\processed_faces\fake\id9_id1_0004,1
D:\processed_faces\real\00162,0
D:\processed_faces\real\00062,0
D:\processed_faces\fake\id9_id2_0004,1
D:\processed_faces\real\id56_0007,0
D:\processed_faces\real\988,0
D:\processed_faces\real\716,0
D:\processed_faces\real\02__walking_and_outside_surprised,0
D:\processed_faces\real\id61_0005,0
D:\processed_faces\real\id34_0002,0
D:\processed_faces\fake\id4_id31_0006,1
D:\processed_faces\real\28__podium_speech_happy,0
D:\processed_faces\real\814,0
D:\processed_faces\fake\id2_id0_0003,1
D:\processed_faces\real\022,0
D:\processed_faces\fake\id4_id30_0007,1
D:\processed_faces\real\id17_0001,0
D:\processed_faces\real\id36_0004,0
D:\processed_faces\real\id37_0007,0
D:\processed_faces\real\26__outside_talking_still_laughing,0
D:\processed_faces\fake\id0_id28_0001,1
D:\processed_faces\fake\id6_id2_0002,1
D:\processed_faces\real\id51_0001,0
D:\processed_faces\fake\732_691,1
D:\processed_faces\fake\901_902,1
D:\processed_faces\real\698,0
D:\processed_faces\fake\id4_id31_0007,1
D:\processed_faces\fake\id0_id6_0000,1
D:\processed_faces\real\id53_0009,0
D:\processed_faces\fake\487_477,1
D:\processed_faces\fake\id6_id9_0001,1
D:\processed_faces\fake\id4_id26_0003,1
D:\processed_faces\real\id39_0003,0
D:\processed_faces\real\26__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\id1_id20_0002,1
D:\processed_faces\fake\id9_id0_0004,1
D:\processed_faces\fake\02_15__kitchen_still__XNJIS4S3,1
D:\processed_faces\real\231,0
D:\processed_faces\real\id23_0007,0
D:\processed_faces\fake\02_15__hugging_happy__MZWH8ATN,1
D:\processed_faces\fake\603_575,1
D:\processed_faces\real\id30_0008,0
D:\processed_faces\real\855,0
D:\processed_faces\real\04__walk_down_hall_angry,0
D:\processed_faces\real\00060,0
D:\processed_faces\real\16__walking_down_indoor_hall_disgust,0
D:\processed_faces\fake\id0_id26_0004,1
D:\processed_faces\real\00005,0
D:\processed_faces\real\id11_0009,0
D:\processed_faces\real\id9_0008,0
D:\processed_faces\real\id24_0000,0
D:\processed_faces\fake\512_495,1
D:\processed_faces\real\id46_0001,0
D:\processed_faces\fake\637_427,1
D:\processed_faces\fake\id7_id13_0007,1
D:\processed_faces\fake\449_451,1
D:\processed_faces\fake\id1_id6_0004,1
D:\processed_faces\fake\id0_id21_0001,1
D:\processed_faces\fake\id2_id9_0002,1
D:\processed_faces\fake\244_822,1
D:\processed_faces\fake\553_545,1
D:\processed_faces\fake\01_21__talking_angry_couch__03X7CELV,1
D:\processed_faces\real\636,0
D:\processed_faces\fake\472_511,1
D:\processed_faces\fake\id3_id6_0004,1
D:\processed_faces\fake\id2_id1_0003,1
D:\processed_faces\fake\167_166,1
D:\processed_faces\fake\id3_id2_0004,1
D:\processed_faces\real\02__talking_against_wall,0
D:\processed_faces\real\13__walking_down_street_outside_angry,0
D:\processed_faces\fake\874_291,1
D:\processed_faces\fake\id3_id1_0007,1
D:\processed_faces\real\00284,0
D:\processed_faces\real\00113,0
D:\processed_faces\real\404,0
D:\processed_faces\real\00012,0
D:\processed_faces\real\00013,0
D:\processed_faces\real\id29_0009,0
D:\processed_faces\fake\id6_id3_0008,1
D:\processed_faces\fake\141_161,1
D:\processed_faces\fake\711_681,1
D:\processed_faces\real\527,0
D:\processed_faces\fake\id2_id16_0004,1
D:\processed_faces\real\00202,0
D:\processed_faces\fake\02_15__kitchen_still__I8G2LWD1,1
D:\processed_faces\fake\680_486,1
D:\processed_faces\fake\id4_id20_0004,1
D:\processed_faces\real\15__outside_talking_pan_laughing,0
D:\processed_faces\fake\02_06__secret_conversation__O9WOC1KJ,1
D:\processed_faces\real\457,0
D:\processed_faces\real\22__outside_talking_still_laughing,0
D:\processed_faces\real\601,0
D:\processed_faces\real\07__walk_down_hall_angry,0
D:\processed_faces\real\24__outside_talking_still_laughing,0
D:\processed_faces\fake\id1_id35_0007,1
D:\processed_faces\fake\id0_id16_0007,1
D:\processed_faces\real\148,0
D:\processed_faces\real\741,0
D:\processed_faces\real\896,0
D:\processed_faces\real\00189,0
D:\processed_faces\real\id17_0006,0
D:\processed_faces\fake\540_536,1
D:\processed_faces\fake\029_048,1
D:\processed_faces\real\800,0
D:\processed_faces\real\481,0
D:\processed_faces\fake\id3_id2_0008,1
D:\processed_faces\real\977,0
D:\processed_faces\real\23__outside_talking_still_laughing,0
D:\processed_faces\real\035,0
D:\processed_faces\real\711,0
D:\processed_faces\real\17__kitchen_pan,0
D:\processed_faces\fake\id4_id31_0000,1
D:\processed_faces\real\239,0
D:\processed_faces\fake\id3_id1_0005,1
D:\processed_faces\real\395,0
D:\processed_faces\fake\830_828,1
D:\processed_faces\fake\id3_id17_0001,1
D:\processed_faces\fake\903_792,1
D:\processed_faces\real\836,0
D:\processed_faces\fake\id2_id6_0003,1
D:\processed_faces\fake\id6_id21_0001,1
D:\processed_faces\real\00256,0
D:\processed_faces\real\id51_0009,0
D:\processed_faces\fake\185_276,1
D:\processed_faces\real\27__talking_against_wall,0
D:\processed_faces\real\670,0
D:\processed_faces\real\00227,0
D:\processed_faces\fake\783_916,1
D:\processed_faces\real\474,0
D:\processed_faces\real\420,0
D:\processed_faces\fake\id1_id30_0003,1
D:\processed_faces\real\863,0
D:\processed_faces\fake\id4_id2_0008,1
D:\processed_faces\real\897,0
D:\processed_faces\real\343,0
D:\processed_faces\fake\01_09__talking_angry_couch__O8HNNX43,1
D:\processed_faces\real\id9_0004,0
D:\processed_faces\fake\107_109,1
D:\processed_faces\real\005,0
D:\processed_faces\fake\503_756,1
D:\processed_faces\real\430,0
D:\processed_faces\real\627,0
D:\processed_faces\fake\788_710,1
D:\processed_faces\real\00048,0
D:\processed_faces\real\684,0
D:\processed_faces\fake\id6_id37_0009,1
D:\processed_faces\fake\id1_id30_0002,1
D:\processed_faces\fake\01_11__kitchen_pan__WIZ7GKOD,1
D:\processed_faces\fake\id3_id21_0006,1
D:\processed_faces\real\411,0
D:\processed_faces\fake\id6_id17_0005,1
D:\processed_faces\fake\id6_id1_0004,1
D:\processed_faces\real\744,0
D:\processed_faces\real\13__podium_speech_happy,0
D:\processed_faces\fake\009_027,1
D:\processed_faces\fake\01_11__hugging_happy__5OVT6C66,1
D:\processed_faces\real\id34_0008,0
D:\processed_faces\fake\id9_id1_0001,1
D:\processed_faces\fake\id6_id0_0000,1
D:\processed_faces\fake\01_02__talking_against_wall__YVGY8LOK,1
D:\processed_faces\fake\01_04__hugging_happy__GBC7ZGDP,1
D:\processed_faces\real\557,0
D:\processed_faces\fake\02_04__walk_down_hall_angry__8CH7R4LW,1
D:\processed_faces\fake\id4_id2_0006,1
D:\processed_faces\fake\id3_id21_0004,1
D:\processed_faces\fake\id8_id2_0003,1
D:\processed_faces\real\679,0
D:\processed_faces\real\id50_0003,0
D:\processed_faces\fake\474_281,1
D:\processed_faces\real\108,0
D:\processed_faces\fake\id4_id26_0007,1
D:\processed_faces\real\360,0
D:\processed_faces\real\00219,0
D:\processed_faces\real\00047,0
D:\processed_faces\fake\976_954,1
D:\processed_faces\fake\id6_id1_0007,1
D:\processed_faces\real\15__kitchen_pan,0
D:\processed_faces\real\144,0
D:\processed_faces\fake\id0_id16_0005,1
D:\processed_faces\real\00161,0
D:\processed_faces\fake\id9_id3_0008,1
D:\processed_faces\real\id21_0004,0
D:\processed_faces\fake\id3_id30_0005,1
D:\processed_faces\real\07__walking_down_street_outside_angry,0
D:\processed_faces\fake\316_369,1
D:\processed_faces\real\03__outside_talking_pan_laughing,0
D:\processed_faces\real\370,0
D:\processed_faces\real\10__outside_talking_still_laughing,0
D:\processed_faces\real\id26_0000,0
D:\processed_faces\fake\id2_id16_0007,1
D:\processed_faces\real\055,0
D:\processed_faces\fake\id4_id21_0009,1
D:\processed_faces\fake\id1_id30_0006,1
D:\processed_faces\real\id57_0000,0
D:\processed_faces\real\09__exit_phone_room,0
D:\processed_faces\real\762,0
D:\processed_faces\fake\271_264,1
D:\processed_faces\real\794,0
D:\processed_faces\real\854,0
D:\processed_faces\fake\184_205,1
D:\processed_faces\real\178,0
D:\processed_faces\fake\id6_id1_0009,1
D:\processed_faces\fake\877_886,1
D:\processed_faces\real\00288,0
D:\processed_faces\real\766,0
D:\processed_faces\real\27__podium_speech_happy,0
D:\processed_faces\real\751,0
D:\processed_faces\fake\233_995,1
D:\processed_faces\real\644,0
D:\processed_faces\fake\969_897,1
D:\processed_faces\real\802,0
D:\processed_faces\fake\id0_id16_0009,1
D:\processed_faces\fake\397_602,1
D:\processed_faces\real\216,0
D:\processed_faces\real\00170,0
D:\processed_faces\fake\id2_id16_0009,1
D:\processed_faces\real\15__walking_outside_cafe_disgusted,0
D:\processed_faces\real\982,0
D:\processed_faces\real\264,0
D:\processed_faces\real\371,0
D:\processed_faces\fake\212_179,1
D:\processed_faces\real\929,0
D:\processed_faces\fake\id4_id31_0005,1
D:\processed_faces\real\id60_0009,0
D:\processed_faces\real\453,0
D:\processed_faces\fake\722_458,1
D:\processed_faces\fake\857_909,1
D:\processed_faces\real\151,0
D:\processed_faces\real\258,0
D:\processed_faces\fake\973_970,1
D:\processed_faces\real\id5_0006,0
D:\processed_faces\real\id6_0007,0
D:\processed_faces\real\00021,0
D:\processed_faces\fake\324_356,1
D:\processed_faces\real\534,0
D:\processed_faces\fake\id1_id6_0009,1
D:\processed_faces\fake\id7_id13_0001,1
D:\processed_faces\fake\213_083,1
D:\processed_faces\real\id23_0002,0
D:\processed_faces\real\24__talking_angry_couch,0
D:\processed_faces\real\02__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\278_306,1
D:\processed_faces\real\441,0
D:\processed_faces\fake\229_247,1
D:\processed_faces\fake\id0_id4_0003,1
D:\processed_faces\fake\id1_id6_0000,1
D:\processed_faces\real\986,0
D:\processed_faces\real\19__secret_conversation,0
D:\processed_faces\real\475,0
D:\processed_faces\fake\653_601,1
D:\processed_faces\fake\id6_id0_0004,1
D:\processed_faces\fake\968_884,1
D:\processed_faces\fake\744_674,1
D:\processed_faces\real\05__kitchen_pan,0
D:\processed_faces\fake\id2_id3_0008,1
D:\processed_faces\fake\822_244,1
D:\processed_faces\real\629,0
D:\processed_faces\real\id12_0000,0
D:\processed_faces\real\630,0
D:\processed_faces\fake\02_21__kitchen_pan__Z0XHPQAR,1
D:\processed_faces\fake\910_911,1
D:\processed_faces\real\id8_0000,0
D:\processed_faces\real\848,0
D:\processed_faces\fake\id3_id26_0006,1
D:\processed_faces\real\id40_0007,0
D:\processed_faces\real\id45_0006,0
D:\processed_faces\fake\632_548,1
D:\processed_faces\fake\id4_id23_0008,1
D:\processed_faces\real\331,0
D:\processed_faces\real\id3_0002,0
D:\processed_faces\real\080,0
D:\processed_faces\fake\021_312,1
D:\processed_faces\real\442,0
D:\processed_faces\fake\id4_id1_0008,1
D:\processed_faces\real\05__hugging_happy,0
D:\processed_faces\fake\894_848,1
D:\processed_faces\fake\id9_id2_0008,1
D:\processed_faces\fake\413_372,1
D:\processed_faces\fake\id3_id23_0005,1
D:\processed_faces\fake\902_901,1
D:\processed_faces\real\902,0
D:\processed_faces\fake\id2_id4_0001,1
D:\processed_faces\fake\517_521,1
D:\processed_faces\real\id47_0008,0
D:\processed_faces\real\092,0
D:\processed_faces\fake\id6_id3_0005,1
D:\processed_faces\fake\105_180,1
D:\processed_faces\fake\id1_id28_0003,1
D:\processed_faces\real\23__walking_down_indoor_hall_disgust,0
D:\processed_faces\real\23__kitchen_still,0
